unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	unique_index	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
wh3_main_ogr_inf_maneaters_0_ovn_gru		4	monstrous_infantry	1	false	wh3_main_ogr_inf_maneaters_0	16	0	1200	wh_main_shp_transport	1	1	16	1800	375	very_heavy		0	778735171	true	wh3_main_vo_culture_Ogres	wh3_main_ogr_monstrous	2	false	ogre_infantry		false		1200.0000	0.0000	true	vo_culture_None	false	wh3_main_vo_actor_Ogres_Ogreunit	0	true	false	6	false	false		0.0000	true	1	false
wh3_main_ogr_inf_maneaters_2_ovn_gru		4	monstrous_infantry	1	false	wh3_main_ogr_inf_maneaters_2	16	0	1400	wh_main_shp_transport	1	1	16	2100	437	very_heavy		0	1496377303	true	wh3_main_vo_culture_Ogres	wh3_main_ogr_monstrous_great_weapons	2	false	ogre_infantry		false		1400.0000	0.0000	true	vo_culture_None	false	wh3_main_vo_actor_Ogres_Ogreunit	0	true	false	6	false	false		0.0000	true	1	false
wh3_main_ogr_inf_maneaters_3_ovn_gru		4	monstrous_infantry	1	false	wh3_main_ogr_inf_maneaters_3	16	0	1500	wh_main_shp_transport	1	1	16	2250	468	very_heavy		0	1255613754	true	wh3_main_vo_culture_Ogres	wh3_main_ogr_monstrous_pistol	2	false	ogre_infantry		false		1000.0000	400.0000	true	vo_culture_None	false	wh3_main_vo_actor_Ogres_Ogreunit	0	true	false	6	false	false		0.0000	true	1	false
wh_main_dwf_inf_dwarf_warrior_1_ovn_gru		4	melee_infantry	1	false	wh_main_dwf_inf_dwarf_warrior_1	100	0	500	wh_main_shp_transport	1	1	100	750	156	heavy		0	9691	true	wh_main_vo_culture_Dwarf	infantry_axe_great	1	false	dwf_warrior_30_degrees		false		500.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	6	false	false		0.0000	true	1	false
wh_main_emp_art_mortar_ovn_gru		4	warmachine	1	false	wh_main_emp_art_mortar	44	0	650	wh_main_shp_transport	1	1	44	975	204	medium		0	6598	true	wh_main_vo_culture_Empire	cannon	2	false	emp_art_mortar		false		60.0000	590.0000	true	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true	1	false
wh_main_emp_art_great_cannon_ovn_gru		4	warmachine	1	false	wh_main_emp_art_great_cannon	44	0	800	wh_main_shp_transport	1	1	44	1200	250	medium		0	6590	true	wh_main_vo_culture_Empire	cannon	2	false	emp_soldier_15_degrees		false		80.0000	720.0000	true	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true	1	false
wh3_main_ogr_inf_maneaters_1_ovn_gru		4	monstrous_infantry	1	false	wh3_main_ogr_inf_maneaters_1	16	0	1300	wh_main_shp_transport	1	1	16	1950	406	very_heavy		0	2117771114	true	wh3_main_vo_culture_Ogres	wh3_main_ogr_monstrous_ironfist	2	false	ogre_infantry		false		1300.0000	0.0000	true	vo_culture_None	false	wh3_main_vo_actor_Ogres_Ogreunit	0	true	false	6	false	false		0.0000	true	1	false
matthias		1	hero	1	false	matthias	1	1	600	wh_main_shp_transport	1	1	1	1000	0	medium		0	210309000052	false	wh_main_vo_culture_Empire	matthias	0	true	emp_soldier_15_degrees		true		240.0000	360.0000	false	vo_culture_None	true	wh2_dlc13_vo_actor_Doctor_Hertwig_Van_Hal	0	true	false	1	false	false		0.0000	true	1	false
luther_flamenstrike		-1	hero	1	false	luther_flamenstrike	1	0	250	wh_main_shp_transport	1	1	1	1000	250	medium		0	210309000055	false	wh_main_vo_culture_Empire	luther_flamenstrike	0	true	emp_soldier_15_degrees		true		250.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Empire_BrightWizard	0	true	false	2	false	false		0.0000	true	1	false
luther_flamenstrike_mount		-1	hero	1	false	luther_flamenstrike_mount	1	0	450	wh_main_shp_transport	1	1	1	1100	275	medium		0	210309000056	false	wh_main_vo_culture_Empire	luther_flamenstrike	0	true	emp_soldier_15_degrees	luther_flamenstrike_mount	true		450.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Empire_BrightWizard	0	true	false	2	false	false		0.0000	true	1	false
